RALOCA_ID;RACLAS_ID;DESCRIPCION_CLASE;RASUBC_ID;DESCRIPCION_SUBC;RAGIRO_ID;DESCRIPCION_GIRO;FDESDE;FHASTA
 19826; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 11;Elaboración de sandwiches;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 19826; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 19826; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 14;Venta de productos de confitería;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 19826; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 23630; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2012/10/12 00:00:00.000;2017/10/12 00:00:00.000
 23630; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2012/10/12 00:00:00.000;2017/10/12 00:00:00.000
 34112; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2013/08/17 00:00:00.000;2018/08/17 00:00:00.000
 34112; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 6;Distribuidor con depósito;2013/08/17 00:00:00.000;2018/08/17 00:00:00.000
 34112; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2013/08/17 00:00:00.000;2018/08/17 00:00:00.000
 34281; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2014/08/05 00:00:00.000;2019/08/05 00:00:00.000
 34282; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2013/05/10 00:00:00.000;2018/05/10 00:00:00.000
 34282; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2013/05/10 00:00:00.000;2018/05/10 00:00:00.000
 34283; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 6;Cantina con elaboración;2014/11/17 00:00:00.000;2019/11/17 00:00:00.000
 34284; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2014/10/09 00:00:00.000;2019/10/09 00:00:00.000
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 12;Sucursal de panadería;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;;
 34461; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 14;Venta de productos de confitería;;
 25560; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2013/07/17 00:00:00.000;2018/07/17 00:00:00.000
 25560; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2013/07/17 00:00:00.000;2018/07/17 00:00:00.000
 34140; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2013/03/13 00:00:00.000;2018/03/13 00:00:00.000
 34462; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2015/03/18 00:00:00.000;2020/03/18 00:00:00.000
 34462; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2015/03/18 00:00:00.000;2020/03/18 00:00:00.000
 23507; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 23507; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 23507; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 34534; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2017/06/26 00:00:00.000;2022/06/26 00:00:00.000
 34535; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;;
 34535; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 6;Distribuidor con depósito;;
 13523; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2014/12/01 00:00:00.000;2019/12/01 00:00:00.000
 13523; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2014/12/01 00:00:00.000;2019/12/01 00:00:00.000
 13523; 18;Alimentos Farinaceos; 1;Alimentos Farinaceos; 21;Reposteria;2014/12/01 00:00:00.000;2019/12/01 00:00:00.000
 34635; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2014/01/09 00:00:00.000;2019/01/09 00:00:00.000
 34635; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2014/01/09 00:00:00.000;2019/01/09 00:00:00.000
 34637; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2017/01/27 00:00:00.000;2022/01/27 00:00:00.000
 34726; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 4;Cocción de panificados;2017/01/02 00:00:00.000;2022/01/02 00:00:00.000
 34726; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2017/01/02 00:00:00.000;2022/01/02 00:00:00.000
 34726; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2017/01/02 00:00:00.000;2022/01/02 00:00:00.000
 34728; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2017/03/22 00:00:00.000;2022/03/22 00:00:00.000
 34728; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2017/03/22 00:00:00.000;2022/03/22 00:00:00.000
 24487; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 24487; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 25291; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 7;Fraccionamiento de alimentos; 1;Fraccionamiento de alimentos; 1;Fraccionamiento de alimentos en general;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 25291; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 19;Venta de frutas y hortalizas;2015/12/10 00:00:00.000;2020/12/10 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 19;Venta de frutas y hortalizas;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 23714; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2013/10/13 00:00:00.000;2018/10/13 00:00:00.000
 34739; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2013/01/02 00:00:00.000;2018/01/02 00:00:00.000
 34739; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2013/01/02 00:00:00.000;2018/01/02 00:00:00.000
 34756; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2013/07/29 00:00:00.000;2018/07/29 00:00:00.000
 34756; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 2;Comidas al paso;2013/07/29 00:00:00.000;2018/07/29 00:00:00.000
 34760; 18;Alimentos Farinaceos; 1;Alimentos Farinaceos; 6;Panificadora;2015/03/19 00:00:00.000;2020/03/19 00:00:00.000
 34758; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 4;Cocción de panificados;2015/08/26 00:00:00.000;2020/08/26 00:00:00.000
 34758; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2015/08/26 00:00:00.000;2020/08/26 00:00:00.000
 34758; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/08/26 00:00:00.000;2020/08/26 00:00:00.000
 34758; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 1;Pescadería;2015/08/26 00:00:00.000;2020/08/26 00:00:00.000
 24031; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 17793; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 4;Cocción de panificados;2017/07/03 00:00:00.000;2022/07/03 00:00:00.000
 17793; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2017/07/03 00:00:00.000;2022/07/03 00:00:00.000
 25395; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2012/10/24 00:00:00.000;2017/10/24 00:00:00.000
 25395; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2012/10/24 00:00:00.000;2017/10/24 00:00:00.000
 25395; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2012/10/24 00:00:00.000;2017/10/24 00:00:00.000
 25395; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;2012/10/24 00:00:00.000;2017/10/24 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 14;Venta de productos de confitería;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 34186; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2013/07/03 00:00:00.000;2018/07/03 00:00:00.000
 26909; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2013/08/23 00:00:00.000;2018/08/23 00:00:00.000
 26909; 7;Fraccionamiento de alimentos; 1;Fraccionamiento de alimentos; 1;Fraccionamiento de alimentos en general;2013/08/23 00:00:00.000;2018/08/23 00:00:00.000
 34187; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2013/05/20 00:00:00.000;2018/05/20 00:00:00.000
 34226; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 34226; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 34226; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 34226; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 23400; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2014/09/26 00:00:00.000;2019/09/26 00:00:00.000
 34538; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 34538; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 34541; 25;Agua y bebidas analcoholicas; 1;Agua y bebidas analcoholicas; 5;Bebidas analcoholicas;2013/07/17 00:00:00.000;2018/07/17 00:00:00.000
 28561; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2016/09/02 00:00:00.000;2021/09/02 00:00:00.000
 34656; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 6;Cantina con elaboración;2016/10/07 00:00:00.000;2021/10/07 00:00:00.000
 33912; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2015/08/10 00:00:00.000;2020/08/10 00:00:00.000
 33912; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2015/08/10 00:00:00.000;2020/08/10 00:00:00.000
 33912; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2015/08/10 00:00:00.000;2020/08/10 00:00:00.000
 33912; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2015/08/10 00:00:00.000;2020/08/10 00:00:00.000
 34133; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 6;Cantina con elaboración;2012/11/06 00:00:00.000;2017/11/06 00:00:00.000
 34135; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 20;Salón de fiestas sin elaboración;;
 34264; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 6;Distribuidor con depósito;2013/02/08 00:00:00.000;2018/02/08 00:00:00.000
 34264; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 3;Cámaras frigoríficas;2013/02/08 00:00:00.000;2018/02/08 00:00:00.000
 34264; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2013/02/08 00:00:00.000;2018/02/08 00:00:00.000
 34264; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2013/02/08 00:00:00.000;2018/02/08 00:00:00.000
 13357; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 27;Máquina expendedora de helados (soft);2013/07/24 00:00:00.000;2018/07/24 00:00:00.000
 13357; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2013/07/24 00:00:00.000;2018/07/24 00:00:00.000
 13357; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2013/07/24 00:00:00.000;2018/07/24 00:00:00.000
 13360; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 13360; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 13360; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2015/07/14 00:00:00.000;2020/07/14 00:00:00.000
 26780; 20;Frutas, hortalizas y derivados; 1;Frutas, hortalizas y derivados; 2;Procesado de frutas y hortalizas;2013/08/13 00:00:00.000;2018/08/13 00:00:00.000
 26780; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2013/08/13 00:00:00.000;2018/08/13 00:00:00.000
 18554; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 18554; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2015/01/30 00:00:00.000;2020/01/30 00:00:00.000
 17231; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2015/10/30 00:00:00.000;2020/10/30 00:00:00.000
 17231; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/10/30 00:00:00.000;2020/10/30 00:00:00.000
 28443; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2013/07/17 00:00:00.000;2018/07/17 00:00:00.000
 18037; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 18037; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 18037; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 6;Distribuidor con depósito;2013/04/08 00:00:00.000;2018/04/08 00:00:00.000
 34399; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2014/07/31 00:00:00.000;2019/07/31 00:00:00.000
 34399; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2014/07/31 00:00:00.000;2019/07/31 00:00:00.000
 34399; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2014/07/31 00:00:00.000;2019/07/31 00:00:00.000
 34400; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2013/02/21 00:00:00.000;2018/02/21 00:00:00.000
 34404; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2014/02/04 00:00:00.000;2019/02/04 00:00:00.000
 34404; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2014/02/04 00:00:00.000;2019/02/04 00:00:00.000
 34405; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2013/06/17 00:00:00.000;2018/06/17 00:00:00.000
 18539; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 11;Elaboración de sandwiches;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 18539; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2015/05/27 00:00:00.000;2020/05/27 00:00:00.000
 34398; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 6;Cantina con elaboración;;
 13350; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2013/07/27 00:00:00.000;2018/07/27 00:00:00.000
 13350; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 27;Máquina expendedora de helados (soft);2013/07/27 00:00:00.000;2018/07/27 00:00:00.000
 30040; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2013/03/08 00:00:00.000;2018/03/08 00:00:00.000
 30040; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2013/03/08 00:00:00.000;2018/03/08 00:00:00.000
 30041; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 4;Cocción de panificados;2013/03/13 00:00:00.000;2018/03/13 00:00:00.000
 30041; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2013/03/13 00:00:00.000;2018/03/13 00:00:00.000
 30041; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;2013/03/13 00:00:00.000;2018/03/13 00:00:00.000
 30041; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2013/03/13 00:00:00.000;2018/03/13 00:00:00.000
 33951; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 19;Venta de frutas y hortalizas;2012/09/19 00:00:00.000;2017/09/19 00:00:00.000
 33952; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 2;Almacén;2012/12/07 00:00:00.000;2017/12/07 00:00:00.000
 33952; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2012/12/07 00:00:00.000;2017/12/07 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33953; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2013/03/15 00:00:00.000;2018/03/15 00:00:00.000
 33955; 18;Alimentos Farinaceos; 1;Alimentos Farinaceos; 6;Panificadora;2014/10/08 00:00:00.000;2019/10/08 00:00:00.000
 33955; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2014/10/08 00:00:00.000;2019/10/08 00:00:00.000
 34069; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2015/07/24 00:00:00.000;2020/07/24 00:00:00.000
 19690; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 13;Parrillada;2016/11/09 00:00:00.000;2021/11/09 00:00:00.000
 19096; 27;Bebidas alcoholicas; 1;Bebidas alcoholicas; 2;Bebidas alcoholicas destiladas;2012/12/19 00:00:00.000;2017/12/19 00:00:00.000
 34166; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 5;Salón de fiestas;2017/09/05 00:00:00.000;2022/09/05 00:00:00.000
 34167; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 3;Heladeria;2014/02/24 00:00:00.000;2019/02/24 00:00:00.000
 34167; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2014/02/24 00:00:00.000;2019/02/24 00:00:00.000
 34167; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 6;Distribuidor con depósito;2014/02/24 00:00:00.000;2019/02/24 00:00:00.000
 19999; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 11;Elaboración de sandwiches;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
 19999; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2015/08/14 00:00:00.000;2020/08/14 00:00:00.000
